property_type,tenure,built_year,num_beds,num_baths,size_sqft,lat,lng,price
2,0,2023.0,2.0,1.0,764,1.36679605,103.8865753660334,1378600.0
0,0,1992.0,3.0,2.0,1216,1.39816805,103.8958414721767,861000.0
0,0,1992.0,3.0,2.0,996,1.38149065,103.77135607654368,572200.0
2,0,2023.0,2.0,1.0,700,1.28301625,103.83988698554164,2090600.0
0,0,1985.0,3.0,2.0,1001,1.35843285,103.93914019966084,670800.0
0,0,1992.0,3.0,2.0,904,1.37241715,103.8876040216907,513300.0
2,2,2024.0,3.0,2.0,1109,1.2963944,103.89101386970906,3137400.0
2,0,2018.0,2.0,2.0,710,1.30120955,103.8470858524024,1554000.0
0,0,2000.0,3.0,2.0,1291,1.3293925,103.91174430354128,577500.0
2,2,2025.0,3.0,3.0,1088,1.2937442,103.8466319,2935600.0
0,0,1980.0,3.0,2.0,1023,1.35153,103.8372966,682500.0
1,0,2001.0,6.0,5.0,3200,1.3779567,103.9441259,3150000.0
2,0,2026.0,2.0,2.0,710,1.3113226999999998,103.85247580094573,1470000.0
2,2,2022.0,1.0,1.0,495,1.3162896000000002,103.8405759660977,1352400.0
1,2,1979.0,5.0,5.0,7798,1.3292661,103.81093081688778,16674000.0
2,0,2023.0,4.0,4.0,1604,1.3124025,103.84117158557598,3788400.0
2,1,2013.0,6.0,6.0,9600,1.3870489,103.872999,9166500.0
1,2,2021.0,5.0,4.0,3800,1.3031231,103.8393619,14175000.0
0,0,1985.0,4.0,2.0,1593,1.36328165,103.95160973902888,911400.0
2,0,2023.0,1.0,1.0,452,1.3171376,103.75970123067364,944000.0
2,2,2025.0,2.0,1.0,570,1.310429,103.80282102340084,1722900.0
2,2,2025.0,1.0,1.0,560,1.2937442,103.8466319,1613400.0
1,2,1993.0,6.0,5.0,4000,1.3397451,103.7656604,7749000.0
2,2,2023.0,3.0,2.0,1163,1.3159611,103.836848,3275000.0
0,0,1992.0,1.0,1.0,505,1.41230955,103.89939185498454,386400.0
2,0,2013.0,3.0,3.0,1905,1.24114335,103.83961897005884,4239800.0
2,0,2020.0,1.0,1.0,420,1.31266175,103.85909910481914,953400.0
0,0,2017.0,3.0,2.0,1001,1.30889935,103.7836396897501,1005900.0
2,0,2026.0,4.0,4.0,1302,1.44002835,103.82774103667388,2011800.0
2,2,2026.0,3.0,3.0,990,1.3159484,103.8575892,1776600.0
2,0,2023.0,4.0,4.0,1496,1.304855,103.77377633404797,2779100.0
1,1,1977.0,4.0,5.0,5989,1.3862854,103.9376076,6510000.0
2,2,2024.0,3.0,3.0,1163,1.3260123,103.8500626,2709000.0
2,0,2013.0,4.0,5.0,2680,1.2802667,103.85227306856048,8389500.0
2,0,2024.0,2.0,1.0,635,1.29773195,103.8559134735316,1934100.0
0,0,1992.0,3.0,2.0,1184,1.3934908,103.8944045,619500.0
1,0,1998.0,3.0,2.0,1000,1.3603218,103.7304824,1260000.0
2,1,2013.0,6.0,7.0,9600,1.3870489,103.872999,9166500.0
0,0,1992.0,4.0,2.0,1452,1.3900256999999998,103.90563238111724,808500.0
1,1,2007.0,6.0,6.0,6987,1.3644465,103.8825992,6174000.0
1,2,1991.0,10.0,10.0,14300,1.3396415,103.9539229,9849000.0
0,0,1998.0,2.0,2.0,785,1.34033225,103.68787167510052,407400.0
2,2,2021.0,3.0,3.0,990,1.330403,103.7949393,2817200.0
2,0,2018.0,4.0,4.0,2271,1.34571915,103.7256743450838,3307500.0
2,0,2023.0,2.0,1.0,624,1.30010805,103.84667445597408,1793400.0
2,2,2023.0,2.0,2.0,635,1.32970335,103.90568292831622,1249500.0
1,2,2005.0,7.0,7.0,5398,1.3544038,103.8653864,5985000.0
2,0,2023.0,4.0,4.0,2002,1.3027702,103.8694351,6300000.0
0,0,2010.0,3.0,2.0,1011,1.3910933,103.88015544247313,630000.0
2,0,2024.0,1.0,1.0,474,1.3691925,103.869834,892500.0
0,0,1992.0,3.0,2.0,1001,1.40598685,103.89570929876886,598500.0
0,0,1992.0,4.0,3.0,1291,1.3997063,103.88879840590312,735000.0
2,0,2023.0,1.0,1.0,527,1.304855,103.77377633404797,1330400.0
2,0,2023.0,3.0,2.0,1120,1.304855,103.77377633404797,2415000.0
0,0,1980.0,3.0,2.0,1280,1.36495585,103.8438180100004,1016400.0
2,0,2023.0,2.0,2.0,818,1.3027702,103.8694351,2354100.0
1,2,2028.0,4.0,5.0,4058,1.3784672,103.8650612,4757600.0
2,2,2023.0,5.0,3.0,1507,14.4848138,121.0232316,3193000.0
2,2,1976.0,4.0,5.0,2960,1.2976111,103.83180346916166,7014000.0
2,2,2016.0,1.0,1.0,570,1.34552945,103.86470729045796,840000.0
2,0,2024.0,3.0,3.0,1109,1.3711071,103.90006004104973,1908900.0
0,0,1992.0,3.0,2.0,990,1.38446915,103.8984812557137,597300.0
1,2,2016.0,5.0,3.0,3000,1.2915277,103.771768,8295000.0
2,0,2004.0,3.0,2.0,1152,1.36432355,103.83166833259988,1911000.0
0,0,1985.0,2.0,2.0,796,1.34771245,103.9524325,420000.0
2,0,2023.0,4.0,3.0,1399,1.28301625,103.83988698554164,3562600.0
0,0,2004.0,3.0,2.0,1216,1.4407533,103.8066711,766500.0
0,0,1981.0,3.0,2.0,1001,1.3249096,103.85559309602272,900900.0
2,2,2014.0,1.0,1.0,656,1.31771655,103.82990425503765,1522500.0
1,1,2010.0,3.0,2.0,1700,1.3602446499999998,103.86511076372146,4397400.0
2,2,1977.0,4.0,5.0,9505,1.35023625,103.99750965751522,10395000.0
0,0,1998.0,2.0,2.0,731,1.35429035,103.71952951229711,446200.0
2,2,2022.0,1.0,1.0,463,1.3443339,103.8786904,1194900.0
2,0,2011.0,2.0,2.0,926,1.337734,103.84688446807016,1680000.0
0,0,1996.0,3.0,2.0,893,1.3257934,103.9021712702876,512400.0
2,2,2023.0,2.0,4.0,1001,1.3087662,103.8090654,3062800.0
2,2,2025.0,2.0,2.0,893,1.3101838,103.8359137,2625000.0
2,2,2022.0,3.0,2.0,1249,1.3157947,103.8320962933791,3674000.0
0,0,1980.0,3.0,2.0,1303,1.3455059500000002,103.84830445730428,953400.0
0,0,1985.0,3.0,2.0,1377,1.3433028,103.95585492687528,753900.0
2,0,2026.0,2.0,2.0,732,1.3859375,103.8344656879244,1653800.0
0,0,1992.0,3.0,2.0,1120,1.3768779,103.8934395,617400.0
2,2,2025.0,4.0,3.0,1389,1.2937442,103.8466319,3675000.0
2,1,1975.0,8.0,8.0,8000,1.32477,103.8037435809533,23940000.0
2,2,2025.0,3.0,2.0,936,1.310429,103.80282102340084,2520300.0
2,2,2014.0,4.0,3.0,2476,1.31123915,103.82815366202816,8080800.0
0,0,1998.0,4.0,3.0,1614,1.3534262,103.71586540282748,787500.0
0,0,2004.0,3.0,2.0,1076,1.4284027,103.79262374371804,492400.0
1,0,2023.0,3.0,2.0,926,1.39734855,103.89235330638869,1012200.0
1,1,1997.0,5.0,3.0,2800,1.3887476,103.8633586,6195000.0
1,1,2005.0,5.0,7.0,5832,1.3310976,103.79685463240438,7825600.0
1,2,2028.0,5.0,5.0,4058,1.3784672,103.8650612,4757600.0
2,0,2018.0,7.0,6.0,10000,1.3220706,103.80306634429073,21525000.0
2,2,2023.0,2.0,2.0,646,1.318947,103.8475449,1885800.0
2,0,2024.0,3.0,3.0,1410,1.3066074,103.8211778120049,5566000.0
0,0,1981.0,2.0,1.0,710,1.3299411,103.8431358,367500.0
2,2,2003.0,2.0,2.0,1281,1.3143905,103.935453,1732500.0
2,2,2013.0,7.0,7.0,7670,1.3307918,103.7577266,9397500.0
2,0,2013.0,2.0,2.0,904,1.2971449,103.7663721,1575000.0
0,0,1988.0,3.0,2.0,1216,1.4474618,103.83202657505116,774900.0
2,2,2022.0,1.0,1.0,495,1.3162896000000002,103.8405759660977,1429000.0
0,0,1988.0,3.0,2.0,1119,1.4276605999999998,103.84650925795232,598500.0
0,0,1992.0,3.0,2.0,1184,1.3909882,103.88917682361112,645800.0
2,0,2026.0,1.0,1.0,500,1.3859375,103.8344656879244,1134000.0
2,2,2024.0,2.0,2.0,818,1.30397875,103.82269161887947,2315200.0
0,0,1998.0,3.0,2.0,1184,1.3382444,103.6961616956534,614200.0
2,0,2026.0,1.0,1.0,441,1.2739587,103.84363531310518,1415400.0
1,0,1997.0,6.0,5.0,8364,1.313826,103.7569264,3990000.0
2,0,2019.0,2.0,2.0,775,1.37573825,103.83467627701047,1480500.0
2,0,2025.0,3.0,2.0,1076,1.28617715,103.83955002171584,2488500.0
1,0,2022.0,6.0,6.0,4865,1.36703,103.88996647282468,4305000.0
2,0,2026.0,1.0,1.0,500,1.3859375,103.8344656879244,1050000.0
2,2,1999.0,3.0,3.0,1141,1.2933505,103.83887866386893,2625000.0
2,2,2018.0,2.0,1.0,473,1.3268791,103.845914606262,1029000.0
2,0,2024.0,4.0,3.0,1184,1.4417104,103.82765897017129,1732500.0
1,2,1992.0,5.0,7.0,5600,1.3753698,103.871648,7350000.0
0,0,1975.0,2.0,1.0,646,1.3023598,103.8839037,367500.0
0,0,2010.0,3.0,2.0,990,1.3944099,103.87521620604323,585900.0
0,0,1995.0,2.0,1.0,635,1.2898069,103.80281737405028,367500.0
2,0,1980.0,5.0,4.0,2908,1.3092139,103.84266899763614,3517500.0
0,0,1981.0,2.0,1.0,538,1.3391229,103.852459,302400.0
1,0,2027.0,4.0,3.0,1313,1.4349279,103.8452818,1470000.0
1,0,2014.0,2.0,2.0,1001,1.37629965,103.95984432488284,1029000.0
2,2,2022.0,2.0,2.0,678,1.31466445,103.83108413127206,2087400.0
2,2,2025.0,1.0,1.0,527,1.29410615,103.83673469533848,1564500.0
0,0,1975.0,3.0,2.0,947,1.30373745,103.91506248605587,682500.0
2,0,2026.0,4.0,3.0,1475,1.369097,103.833145230925,3255000.0
2,2,2023.0,3.0,3.0,1163,1.3159611,103.836848,3308600.0
1,2,1980.0,4.0,5.0,2500,1.3196642,103.92376598402689,4389000.0
1,2,2005.0,5.0,4.0,3500,1.3223178,103.786539,9450000.0
2,2,2024.0,4.0,4.0,1324,1.3307095,103.8683907,3465000.0
2,2,2022.0,3.0,3.0,1249,1.3157947,103.8320962933791,3360000.0
2,0,2026.0,4.0,4.0,1378,1.31064045,103.85214926006608,2955800.0
0,0,2017.0,3.0,2.0,1001,1.3095995,103.78404524621212,984900.0
0,0,1988.0,2.0,2.0,732,1.4451705,103.83378496086156,420000.0
2,0,2023.0,4.0,4.0,1464,1.3171376,103.75970123067364,2929500.0
2,2,2024.0,2.0,3.0,1163,1.3260123,103.8500626,2748900.0
0,0,1992.0,3.0,2.0,990,1.3586475,103.87147476513556,575400.0
0,0,1992.0,3.0,2.0,1625,1.3549663,103.8679237,1186500.0
2,0,2024.0,4.0,3.0,1292,1.3533168,103.7896255,2931600.0
0,0,2017.0,3.0,3.0,1625,1.3343647,103.86532674834172,1060500.0
0,0,1992.0,4.0,2.0,1313,1.3784956,103.7667077,606900.0
0,0,2004.0,1.0,1.0,473,1.3083614,103.86081226704056,302400.0
2,2,2022.0,2.0,2.0,743,1.3157947,103.8320962933791,2408700.0
0,0,1995.0,2.0,1.0,646,1.30670155,103.79802275,367500.0
2,2,1980.0,6.0,6.0,8700,1.3750017,103.8323204,13125000.0
2,2,2024.0,3.0,3.0,1152,1.3260123,103.8500626,2656500.0
0,0,2006.0,3.0,2.0,1001,1.27602095,103.8108188098307,997500.0
2,2,2025.0,3.0,2.0,893,1.3136277,103.8831086,1673700.0
2,2,2025.0,2.0,2.0,786,1.31730585,103.83260746060152,2340600.0
2,0,2013.0,1.0,1.0,829,1.30041555,103.86167907105472,1995000.0
0,0,1996.0,3.0,2.0,1011,1.30947405,103.8838856201254,735000.0
2,2,2014.0,1.0,1.0,452,1.32755915,103.86726377075814,787500.0
2,2,2012.0,2.0,2.0,1044,1.328442,103.8481280542363,1764000.0
0,0,1988.0,2.0,2.0,731,1.41483,103.84002753628975,451500.0
2,2,1990.0,8.0,8.0,10000,1.2842353000000002,103.8514848001715,36750000.0
2,2,2022.0,3.0,3.0,926,1.31735885,103.83802909608715,2402400.0
2,2,2021.0,1.0,1.0,463,1.2795192000000002,103.7848719230636,1008000.0
1,0,2017.0,3.0,2.0,905,1.39704825,103.89393329199906,1312500.0
0,0,1992.0,3.0,2.0,1216,1.3949801,103.9107893,787500.0
0,0,1992.0,3.0,2.0,1216,1.3752854,103.74310862514696,645800.0
0,0,1998.0,3.0,3.0,1668,1.34911275,103.72897574067169,924000.0
2,0,2015.0,2.0,2.0,1991,1.38593275,103.86978274891194,1785000.0
0,0,1981.0,3.0,2.0,1227,1.3382518,103.85932401944444,682500.0
1,1,1978.0,5.0,7.0,6100,1.3611232,103.8578088,9975000.0
2,2,2026.0,2.0,2.0,710,1.3159484,103.8575892,1472100.0
2,0,2016.0,1.0,1.0,452,1.37061205,103.89502290952024,787500.0
2,2,2009.0,2.0,2.0,710,1.2990439,103.8413796,1575000.0
0,0,1978.0,3.0,2.0,1076,1.31039935,103.77128692605824,827400.0
2,2,2011.0,4.0,2.0,1469,1.3129422000000002,103.84155234754564,4414900.0
0,0,1980.0,4.0,3.0,1570,1.3572264500000002,103.8496611717976,1039500.0
2,0,2010.0,5.0,6.0,10700,1.2487474,103.8401255,23940000.0
2,1,2024.0,3.0,3.0,1109,1.3306509,103.7670572,2310000.0
2,2,2024.0,3.0,4.0,1496,1.2963944,103.89101386970906,4029900.0
2,2,2024.0,2.0,2.0,700,1.3307095,103.8683907,1908900.0
0,0,2004.0,4.0,2.0,1592,1.4339457,103.7904575,735000.0
0,0,2004.0,3.0,2.0,893,1.4309927,103.7911499,454600.0
2,2,2016.0,2.0,1.0,689,1.3241738,103.86459275186952,1224300.0
2,0,2024.0,3.0,2.0,1023,1.375344,103.7587454,1712200.0
2,0,2004.0,2.0,2.0,883,1.36432355,103.83166833259988,1396500.0
2,2,2022.0,4.0,4.0,1744,1.3443339,103.8786904,3412500.0
2,2,2023.0,2.0,2.0,775,1.3058321,103.8382586,2326800.0
2,0,2025.0,3.0,2.0,1076,1.26522915,103.81751884226044,2996700.0
0,0,1998.0,3.0,2.0,1227,1.3504279,103.71077665909974,766500.0
2,2,2014.0,2.0,2.0,936,1.2965058,103.83878962721828,2310000.0
2,0,2016.0,1.0,1.0,509,1.29856205,103.76456033459422,934500.0
0,0,1981.0,3.0,2.0,1000,1.3249096,103.85559309602272,879900.0
2,0,2027.0,2.0,1.0,657,1.3252767,103.9326308,1260000.0
2,0,2024.0,3.0,2.0,1206,1.29988105,103.88811428633838,2918000.0
2,2,2023.0,3.0,2.0,958,1.3123637,103.80327091227252,3009300.0
0,0,1998.0,3.0,2.0,1129,1.35436065,103.72119733498408,732900.0
2,0,2026.0,5.0,5.0,2293,1.369097,103.833145230925,6174000.0
1,2,2028.0,5.0,5.0,3295,1.38018525,103.86558335618408,4074000.0
2,0,1994.0,4.0,3.0,1270,1.3244985,103.8634934,1593900.0
0,0,2006.0,3.0,2.0,1184,1.27683705,103.80850945299623,890400.0
2,0,2016.0,5.0,7.0,6598,1.2411094,103.83616118799549,16065000.0
2,0,2022.0,4.0,3.0,1475,1.3271094,103.7964042,3800000.0
2,0,2025.0,1.0,1.0,495,1.28617715,103.83955002171584,1354500.0
2,0,2023.0,3.0,2.0,1173,1.3027702,103.8694351,3184600.0
2,2,2024.0,2.0,2.0,743,1.3005809,103.89939364290174,2223900.0
1,0,2015.0,3.0,2.0,947,1.3837377,103.74885499103937,1428000.0
2,0,1998.0,2.0,2.0,1130,1.2980308,103.76637790361508,1417500.0
0,0,2017.0,3.0,2.0,990,1.31040465,103.79185364147033,992200.0
0,0,1998.0,2.0,2.0,850,1.34616655,103.72052638296296,417900.0
0,0,1992.0,3.0,2.0,1086,1.37449175,103.73854449493312,522900.0
0,0,2004.0,3.0,2.0,1001,1.4305192999999998,103.79767061598028,616000.0
2,2,2016.0,1.0,1.0,614,1.31388045,103.83047229352503,1869000.0
0,0,1988.0,5.0,3.0,1808,1.4201996,103.84067062130988,1039500.0
0,0,1992.0,3.0,2.0,984,1.3694183,103.87053120009216,514500.0
2,2,2010.0,2.0,2.0,1066,1.30668715,103.83618134892708,3045000.0
2,0,2022.0,2.0,2.0,678,1.33955425,103.7705614357813,1509900.0
0,0,1996.0,3.0,2.0,1022,1.3080464,103.8831792873308,735000.0
0,0,1992.0,3.0,2.0,1152,1.382793,103.74577641010804,504000.0
2,2,2025.0,3.0,2.0,1055,1.310429,103.80282102340084,2751000.0
2,2,2023.0,3.0,3.0,1356,1.3123637,103.80327091227252,4236800.0
1,0,2013.0,4.0,4.0,3563,1.3874898,103.8570817,4391500.0
0,0,1981.0,2.0,1.0,731,1.3391625,103.84835965,351800.0
2,0,2010.0,7.0,6.0,6021,1.2481118,103.8406065,27300000.0
1,2,2015.0,4.0,4.0,3346,1.3108418,103.91424071786366,5145000.0
2,2,2023.0,3.0,2.0,958,1.3123637,103.80327091227252,2952600.0
2,0,2026.0,4.0,3.0,1475,1.369097,103.833145230925,3329600.0
2,2,2025.0,1.0,1.0,539,1.2937442,103.8466319,1310800.0
2,2,2016.0,2.0,2.0,1119,1.3157213,103.84160862206242,2310000.0
2,0,2023.0,2.0,2.0,893,1.28301625,103.83988698554164,1890000.0
2,2,2023.0,3.0,3.0,1152,14.4848138,121.0232316,2292200.0
2,0,2026.0,3.0,3.0,1324,1.44002835,103.82774103667388,1839600.0
2,2,1992.0,6.0,5.0,9736,1.2842353000000002,103.8514848001715,25083300.0
2,0,2026.0,1.0,1.0,500,1.3859375,103.8344656879244,1037400.0
1,0,2016.0,3.0,3.0,1087,1.38844105,103.8720501136976,1417500.0
2,2,2023.0,4.0,3.0,1378,1.3159611,103.836848,4130800.0
2,2,2020.0,2.0,2.0,797,1.352283,103.8354523,1470000.0
2,0,2017.0,1.0,1.0,570,1.4351629,103.8431004,756000.0
2,0,2005.0,4.0,4.0,2896,1.31057,103.83189225803662,7455000.0
2,0,2026.0,3.0,2.0,947,1.3404645,103.88373309629344,1610500.0
2,0,2022.0,3.0,3.0,1119,1.3271094,103.7964042,2832700.0
2,0,2007.0,4.0,5.0,6200,1.2512793,103.84574783883562,15225000.0
0,0,1985.0,4.0,3.0,1657,1.3542732,103.937899725,1047900.0
0,0,2004.0,2.0,2.0,721,1.31388775,103.852253,472500.0
0,0,1998.0,3.0,2.0,1582,1.3423998,103.6951864427414,714000.0
0,0,1980.0,3.0,2.0,1302,1.3455059500000002,103.84830445730428,870300.0
0,0,1996.0,3.0,2.0,1291,1.3098306,103.8837509,1059300.0
2,0,2008.0,2.0,2.0,936,1.28099045,103.85274051881804,2625000.0
2,2,2023.0,2.0,2.0,646,1.3120762,103.8040548,1457400.0
1,0,2016.0,4.0,2.0,1249,1.432231,103.79930106701984,1449000.0
2,2,2023.0,4.0,3.0,1496,1.3123637,103.80327091227252,4623200.0
0,0,1988.0,3.0,2.0,1119,1.43351655,103.83128200531286,477800.0
2,0,2026.0,3.0,3.0,1259,1.2915415,103.84517442690934,3771600.0
2,0,1980.0,4.0,3.0,1971,1.3345877000000002,103.8098990277799,3129000.0
2,0,2023.0,3.0,3.0,1270,1.36679605,103.8865753660334,2034900.0
2,2,2022.0,3.0,2.0,1249,1.31466445,103.83108413127206,3934400.0
2,0,2024.0,1.0,1.0,527,1.29773195,103.8559134735316,1575000.0
2,0,2024.0,2.0,2.0,764,1.3533168,103.7896255,1680000.0
0,0,1978.0,3.0,2.0,947,1.3074274,103.7836462139772,498800.0
2,2,2023.0,1.0,1.0,344,1.271588,103.7994861,833500.0
2,2,2022.0,2.0,1.0,678,1.31466445,103.83108413127206,2214400.0
1,0,2019.0,5.0,6.0,4100,1.3795542,103.8641187,4620000.0
1,1,2010.0,5.0,4.0,3600,1.3602446499999998,103.86511076372146,4830000.0
0,0,2010.0,3.0,2.0,1001,1.3918698,103.8790573,627900.0
0,0,1995.0,3.0,2.0,947,1.3015273,103.79765244572366,945000.0
0,0,1992.0,3.0,2.0,990,1.34511875,103.74477823037309,816900.0
0,0,1995.0,3.0,2.0,914,1.29154095,103.80354496361406,546000.0
0,0,1998.0,4.0,2.0,1345,1.3439149499999998,103.70159103585402,729800.0
2,0,2000.0,3.0,3.0,1249,1.4452356000000002,103.80657684144126,1155000.0
2,2,2024.0,4.0,4.0,1313,1.3307095,103.8683907,3087000.0
2,0,2017.0,3.0,2.0,894,1.335582,103.74240553983844,1627500.0
1,2,2011.0,4.0,4.0,3154,1.3310043,103.8073633,4599500.0
2,0,2024.0,5.0,5.0,1679,1.4417104,103.82765897017129,2100000.0
2,2,2023.0,1.0,1.0,603,1.3123637,103.80327091227252,1677900.0
2,1,2024.0,5.0,5.0,1819,1.3306509,103.7670572,2814000.0
1,0,2013.0,3.0,2.0,1098,1.40106215,103.90447498542292,1468800.0
0,0,1980.0,4.0,2.0,1313,1.3451435,103.85343364872222,840000.0
0,0,1988.0,2.0,2.0,721,1.43195155,103.8455086771554,462000.0
0,0,1981.0,3.0,2.0,1173,1.3206093,103.86163979286084,734000.0
0,0,1980.0,3.0,2.0,990,1.370196,103.85901672502251,651000.0
0,0,1995.0,4.0,2.0,1432,1.29469995,103.80922688808316,1260000.0
2,2,2024.0,4.0,3.0,1324,1.3307095,103.8683907,3087000.0
0,0,2017.0,2.0,2.0,700,1.30814235,103.7960137907919,493500.0
2,2,2020.0,1.0,1.0,452,1.3128181,103.88507992449216,837900.0
2,0,2002.0,3.0,3.0,1184,1.35708555,103.75863790855068,1239000.0
1,2,2013.0,5.0,5.0,4424,1.3583184,103.86942607605992,4599000.0
2,2,2017.0,2.0,2.0,1055,1.30779515,103.91519086809504,2341500.0
0,0,1975.0,3.0,2.0,1291,1.3040916500000002,103.91772413463023,1039500.0
0,0,1992.0,3.0,2.0,1216,1.37632995,103.74077628063984,619500.0
0,0,1995.0,3.0,2.0,1043,1.2951175,103.81113414168578,1016400.0
2,0,2010.0,6.0,7.0,11500,1.2481118,103.8406065,22890000.0
0,0,1981.0,2.0,1.0,710,1.3365295,103.85788716641272,314000.0
1,2,2013.0,4.0,5.0,4500,1.3870489,103.872999,4914000.0
2,0,2023.0,4.0,4.0,1270,1.36679605,103.8865753660334,2121000.0
2,2,2011.0,4.0,5.0,7000,1.3602446499999998,103.86511076372146,13125000.0
2,2,2024.0,2.0,2.0,743,1.3393381,103.7638932,1702000.0
1,2,2014.0,5.0,7.0,3993,1.28126855,103.78474213344371,3454500.0
0,0,1985.0,4.0,3.0,1776,1.36149505,103.95262148002494,1143300.0
1,2,1998.0,7.0,6.0,8467,1.3597783,103.762616,9324000.0
2,0,2008.0,3.0,2.0,1313,1.28099045,103.85274051881804,3150000.0
2,2,2011.0,4.0,6.0,2842,1.29983215,103.82629838571044,12390000.0
0,0,1981.0,3.0,2.0,1001,1.3249096,103.85559309602272,900900.0
1,0,2016.0,4.0,2.0,1195,1.4009397,103.89726215543872,1646400.0
2,2,2025.0,3.0,3.0,1281,1.31730585,103.83260746060152,3570000.0
2,2,2024.0,4.0,5.0,1722,1.2963944,103.89101386970906,4732400.0
2,0,2022.0,4.0,4.0,1970,1.2915204500000002,103.80511320990595,3675000.0
0,0,1992.0,4.0,2.0,1378,1.4085085,103.8919886,766500.0
1,1,1989.0,1.0,1.0,2100,1.3678951,103.875854,4462500.0
1,0,2015.0,3.0,3.0,1087,1.40222845,103.89740719801632,1470000.0
1,2,2005.0,5.0,5.0,4500,1.3577902,103.8683301,5460000.0
0,0,1995.0,3.0,2.0,1163,1.2966831,103.80429288997462,997500.0
0,0,1992.0,4.0,3.0,1313,1.3821387,103.7472487536943,682500.0
2,0,2026.0,3.0,3.0,1076,1.31064045,103.85214926006608,2467500.0
0,0,1988.0,3.0,2.0,1001,1.44463195,103.83393441790346,597300.0
0,0,1992.0,3.0,2.0,1182,1.3809612,103.8813999,629000.0
2,2,2011.0,3.0,3.0,1173,1.3129422000000002,103.84155234754564,3241200.0
1,0,1977.0,7.0,5.0,4500,1.3435273,103.9604376,5028300.0
2,2,2026.0,1.0,1.0,495,1.3159484,103.8575892,997500.0
0,0,1995.0,4.0,2.0,1356,1.2858773,103.8166034,945000.0
2,2,2023.0,4.0,2.0,1496,1.3123637,103.80327091227252,4635800.0
1,2,2025.0,4.0,5.0,4717,1.30062,103.892783,8059800.0
0,0,1995.0,3.0,2.0,1281,1.2771857,103.832998,839000.0
0,0,1992.0,3.0,2.0,968,1.40947825,103.90057566673144,669900.0
2,0,2024.0,2.0,2.0,635,1.29841635,103.85717773862802,2085300.0
2,0,2026.0,4.0,3.0,1410,1.3113226999999998,103.85247580094573,3011400.0
2,2,2009.0,2.0,2.0,850,1.30646595,103.84754111158836,1575000.0
2,2,2022.0,3.0,2.0,1055,1.3443339,103.8786904,2257500.0
2,0,2026.0,3.0,2.0,1421,1.2739587,103.84363531310518,3445000.0
0,0,2004.0,1.0,1.0,484,1.4423536,103.778295,278200.0
0,0,2017.0,3.0,2.0,1119,1.3086386499999998,103.78421974813246,1050000.0
2,2,2025.0,6.0,5.0,3057,1.3131859,103.8996932,5109600.0
1,2,2025.0,6.0,6.0,6376,1.30062,103.892783,9834300.0
2,0,2027.0,4.0,4.0,1302,1.3252767,103.9326308,2625000.0
1,0,2022.0,5.0,4.0,6211,1.36703,103.88996647282468,4620000.0
0,0,1992.0,3.0,2.0,1184,1.39304775,103.89701429086632,682500.0
0,0,2006.0,2.0,2.0,786,1.27359385,103.81204234243567,431600.0
1,2,1998.0,4.0,2.0,1308,1.3721314,103.8287,4725000.0
0,0,1992.0,2.0,2.0,742,1.389801,103.7430688,417900.0
2,1,2010.0,5.0,3.0,3500,1.3602446499999998,103.86511076372146,7560000.0
2,2,2022.0,3.0,3.0,1249,1.3157947,103.8320962933791,3701900.0
2,2,2025.0,3.0,2.0,829,1.2937442,103.8466319,2045600.0
2,0,2020.0,2.0,1.0,657,1.30705715,103.76849494985083,1470000.0
1,0,2016.0,4.0,4.0,1389,1.38844105,103.8720501136976,1785000.0
2,2,2022.0,3.0,2.0,850,1.3443339,103.8786904,1860600.0
2,2,2023.0,2.0,2.0,667,1.3159611,103.836848,2047500.0
1,2,2015.0,4.0,5.0,3347,1.3108418,103.91424071786366,6918300.0
2,2,2023.0,3.0,2.0,1000,1.3087662,103.8090654,3033300.0
1,0,2018.0,2.0,2.0,753,1.44352515,103.81892530983862,922800.0
2,0,2027.0,4.0,3.0,1302,1.3252767,103.9326308,2709000.0
0,0,1981.0,2.0,2.0,731,1.33745415,103.84249624883093,806400.0
1,2,2007.0,5.0,7.0,4809,1.3562233,103.8322278,6720000.0
2,2,2025.0,2.0,2.0,764,1.31730585,103.83260746060152,2310000.0
2,2,2011.0,3.0,3.0,1916,1.3059135,103.8378793,5249000.0
2,0,2023.0,5.0,5.0,1711,1.3171376,103.75970123067364,3181500.0
2,2,2023.0,5.0,5.0,1502,14.4848138,121.0232316,3193000.0
2,0,2013.0,4.0,4.0,2508,1.24114335,103.83961897005884,5783500.0
2,2,1980.0,5.0,3.0,2927,1.30626325,103.83626115146564,7560000.0
2,0,2023.0,2.0,1.0,635,1.30010805,103.84667445597408,1784000.0
2,2,2024.0,1.0,1.0,484,1.2963944,103.89101386970906,1443200.0
2,2,2024.0,2.0,2.0,743,1.3393381,103.7638932,1577100.0
2,0,2017.0,4.0,4.0,1206,1.335582,103.74240553983844,2310000.0
2,2,2023.0,4.0,4.0,2411,1.3123637,103.80327091227252,4599000.0
0,0,1992.0,3.0,2.0,990,1.4069518,103.8979135,639400.0
2,2,2022.0,3.0,2.0,1109,1.3014769,103.9011745,3024000.0
1,2,2025.0,4.0,4.0,4717,1.30062,103.892783,8059800.0
2,2,2022.0,3.0,2.0,850,1.3443339,103.8786904,1892100.0
